Region,Area (pixels),Area (km²),Perimeter,Compactness,Circularity,Elongation,Extent,Mean Backscatter,Std Backscatter,Contrast,Shape,10U,10V,MSL,MWD,SSTK,SWH,TP
1,29304.0,2.9304,1227.764501987817,4.0934866229506985,0.2442905259280344,3.475103852403235,0.494331983805668,0.2640032965157075,0.233914490386187,0.0049472214856209,Elongated,3.4851675033569336,-1.284282684326172,101174.1875,278.0908203125,294.26123046875,1.4436159133911133,0.0
0,2268.0,0.2268,222.2842712474619,1.733662488100722,0.5768135417727872,1.471477692634678,0.6428571428571429,0.2439475533494657,0.2029501787812325,0.0222258864180276,Round or Irregular,3.4851675033569336,-1.284282684326172,101174.1875,278.0908203125,294.26123046875,1.4436159133911133,0.0
3,2116.0,0.2116,220.8700576850888,1.834628610065328,0.545069445943281,1.3386842439450006,0.6106782106782107,0.2970863705257874,0.2119913370248976,0.0345395612655784,Round or Irregular,3.4851675033569336,-1.284282684326172,101174.1875,278.0908203125,294.26123046875,1.4436159133911133,0.0
0,364.0,0.0364,83.07106781186548,1.508649448520924,0.6628445070393242,1.696226847412264,0.7647058823529411,0.2611792539592115,0.1987604609233291,0.0035518197799671,Elongated,3.4851675033569336,-1.284282684326172,101174.1875,278.0908203125,294.26123046875,1.4436159133911133,0.0
0,,,,,,,,0.5140562658356511,0.2859175824467285,,,3.4851675033569336,-1.284282684326172,101174.1875,278.0908203125,294.26123046875,1.4436159133911133,0.0
